,variable,unit,value,Stellar flux,assumption
907,alpha_p,,0.5177997688757685,2202.0202020202023,WBG
908,epsilon2,,0.9803933810655997,2202.0202020202023,WBG
909,epsilon3,,0.7710972471996612,2202.0202020202023,WBG
910,T1,K,291.3889594459167,2237.3737373737376,WTG
911,T2,K,270.2907307062822,2237.3737373737376,WTG
912,T3,K,270.2907307062822,2237.3737373737376,WTG
913,T4,K,270.1237244463608,2237.3737373737376,WTG
914,Fa,W/$m^2$,302.4757760783651,2237.3737373737376,WTG
915,Fc,W/$m^2$,361.7467033327233,2237.3737373737376,WTG
916,fc,,0.4714963842988818,2237.3737373737376,WTG
917,q1,kg/kg,0.012198807354198045,2237.3737373737376,WTG
918,q2,kg/kg,0.0042604297233253185,2237.3737373737376,WTG
919,q3,kg/kg,0.0015976611462469946,2237.3737373737376,WTG
920,alpha_p,,0.5190617097119825,2237.3737373737376,WTG
921,epsilon2,,0.9858837649688483,2237.3737373737376,WTG
922,epsilon3,,0.7976307229348596,2237.3737373737376,WTG
923,T1,K,291.2427044847497,2237.3737373737376,WBG
924,T2,K,270.07410059369477,2237.3737373737376,WBG
925,T3,K,270.4646424332224,2237.3737373737376,WBG
926,T4,K,269.9265905496911,2237.3737373737376,WBG
927,Fa,W/$m^2$,302.90688557198234,2237.3737373737376,WBG
928,Fc,W/$m^2$,361.87144083059366,2237.3737373737376,WBG
929,fc,,0.47152388912358384,2237.3737373737376,WBG
930,q1,kg/kg,0.012084663399631771,2237.3737373737376,WBG
931,q2,kg/kg,0.0041923235708701215,2237.3737373737376,WBG
932,q3,kg/kg,0.0015721213390762954,2237.3737373737376,WBG
933,alpha_p,,0.5190867391024613,2237.3737373737376,WBG
934,epsilon2,,0.9848888677376678,2237.3737373737376,WBG
935,epsilon3,,0.792395684238852,2237.3737373737376,WBG
936,T1,K,292.0056995306687,2272.727272727273,WTG
937,T2,K,271.2020174565553,2272.727272727273,WTG
938,T3,K,271.2020174565553,2272.727272727273,WTG
939,T4,K,272.52878998040694,2272.727272727273,WTG
940,Fa,W/$m^2$,307.82333866843027,2272.727272727273,WTG
941,Fc,W/$m^2$,367.9129415039047,2272.727272727273,WTG
942,fc,,0.4728448548256585,2272.727272727273,WTG
943,q1,kg/kg,0.012690896772489812,2272.727272727273,WTG
944,q2,kg/kg,0.00455801069631868,2272.727272727273,WTG
945,q3,kg/kg,0.0017092540111195047,2272.727272727273,WTG
946,alpha_p,,0.5202888178913492,2272.727272727273,WTG
947,epsilon2,,0.9895171081295638,2272.727272727273,WTG
948,epsilon3,,0.8189992331743536,2272.727272727273,WTG
949,T1,K,291.8407825739854,2272.727272727273,WBG
950,T2,K,270.95870187288017,2272.727272727273,WBG
951,T3,K,271.37692021995525,2272.727272727273,WBG
952,T4,K,272.3164086049373,2272.727272727273,WBG
953,Fa,W/$m^2$,308.31970664015773,2272.727272727273,WBG
954,Fc,W/$m^2$,368.08353543518325,2272.727272727273,WBG
955,fc,,0.47288184013703005,2272.727272727273,WBG
956,q1,kg/kg,0.012557590498818378,2272.727272727273,WBG
957,q2,kg/kg,0.004476772504788513,2272.727272727273,WBG
958,q3,kg/kg,0.001678789689295692,2272.727272727273,WBG
959,alpha_p,,0.5203224745246973,2272.727272727273,WBG
960,epsilon2,,0.9886299492165641,2272.727272727273,WBG
961,epsilon3,,0.8134003169821513,2272.727272727273,WBG
962,T1,K,292.6445917872706,2308.0808080808083,WTG
963,T2,K,272.1419511501388,2308.0808080808083,WTG
964,T3,K,272.1419511501388,2308.0808080808083,WTG
965,T4,K,274.9010993203536,2308.0808080808083,WTG
966,Fa,W/$m^2$,313.0540778384237,2308.0808080808083,WTG
967,Fc,W/$m^2$,373.92842958721616,2308.0808080808083,WTG
968,fc,,0.4741388122657036,2308.0808080808083,WTG
969,q1,kg/kg,0.013219448593779628,2308.0808080808083,WTG
970,q2,kg/kg,0.0048844962962996015,2308.0808080808083,WTG
971,q3,kg/kg,0.0018316861111123501,2308.0808080808083,WTG
972,alpha_p,,0.5214663191617903,2308.0808080808083,WTG
973,epsilon2,,0.9924370677202461,2308.0808080808083,WTG
974,epsilon3,,0.8398566794265943,2308.0808080808083,WTG
975,T1,K,292.4586866529822,2308.0808080808083,WBG
976,T2,K,271.86890109259775,2308.0808080808083,WBG
977,T3,K,272.31743391388216,2308.0808080808083,WBG
978,T4,K,274.6757085281893,2308.0808080808083,WBG
979,Fa,W/$m^2$,313.62345779213325,2308.0808080808083,WBG
980,Fc,W/$m^2$,374.15130633483625,2308.0808080808083,WBG
981,fc,,0.47418635425218975,2308.0808080808083,WBG
982,q1,kg/kg,0.013063641749514611,2308.0808080808083,WBG
983,q2,kg/kg,0.004787542059551223,2308.0808080808083,WBG
984,q3,kg/kg,0.0017953282723317083,2308.0808080808083,WBG
985,alpha_p,,0.5215095823694927,2308.0808080808083,WBG
986,epsilon2,,0.9916670859625276,2308.0808080808083,WBG
987,epsilon3,,0.8339270737491156,2308.0808080808083,WBG
988,T1,K,293.30525565321926,2343.4343434343436,WTG
989,T2,K,273.10912701195895,2343.4343434343436,WTG
990,T3,K,273.10912701195895,2343.4343434343436,WTG
991,T4,K,277.2274483726907,2343.4343434343436,WTG
992,Fa,W/$m^2$,318.1733761160746,2343.4343434343436,WTG
993,Fc,W/$m^2$,379.79844922601006,2343.4343434343436,WTG
994,fc,,0.47538161843985843,2343.4343434343436,WTG
995,q1,kg/kg,0.013786790546837128,2343.4343434343436,WTG
996,q2,kg/kg,0.005242354625820765,2343.4343434343436,WTG
997,q3,kg/kg,0.0019658829846827867,2343.4343434343436,WTG
998,alpha_p,,0.5225972727802712,2343.4343434343436,WTG
999,epsilon2,,0.9947122086042491,2343.4343434343436,WTG
1000,epsilon3,,0.8599678142642405,2343.4343434343436,WTG
1001,T1,K,293.0960346352743,2343.4343434343436,WBG
1002,T2,K,272.8033900479679,2343.4343434343436,WBG
1003,T3,K,273.2850959000834,2343.4343434343436,WBG
1004,T4,K,276.9928344569655,2343.4343434343436,WBG
1005,Fa,W/$m^2$,318.8233132561584,2343.4343434343436,WBG
1006,Fc,W/$m^2$,380.0797711318213,2343.4343434343436,WBG
1007,fc,,0.4754406981008499,2343.4343434343436,WBG
1008,q1,kg/kg,0.013604794280720115,2343.4343434343436,WBG
1009,q2,kg/kg,0.005126752411551895,2343.4343434343436,WBG
1010,q3,kg/kg,0.0019225321543319606,2343.4343434343436,WBG
1011,alpha_p,,0.5226510352717734,2343.4343434343436,WBG
1012,epsilon2,,0.9940641937385876,2343.4343434343436,WBG
1013,epsilon3,,0.8537637997126959,2343.4343434343436,WBG
1014,T1,K,293.98630587846776,2378.787878787879,WTG
1015,T2,K,274.1006359744429,2378.787878787879,WTG
1016,T3,K,274.1006359744429,2378.787878787879,WTG
1017,T4,K,279.4925988078505,2378.787878787879,WTG
1018,Fa,W/$m^2$,323.1902774237361,2378.787878787879,WTG
1019,Fc,W/$m^2$,385.5318375092905,2378.787878787879,WTG
1020,fc,,0.4765771390821615,2378.787878787879,WTG
1021,q1,kg/kg,0.014394514808291363,2378.787878787879,WTG
1022,q2,kg/kg,0.0056336349633111455,2378.787878787879,WTG
1023,q3,kg/kg,0.0021126131112416792,2378.787878787879,WTG
1024,alpha_p,,0.5236851965647669,2378.787878787879,WTG
1025,epsilon2,,0.9964244453331738,2378.787878787879,WTG
1026,epsilon3,,0.8790784282922787,2378.787878787879,WTG
1027,T1,K,293.75157121415,2378.787878787879,WBG
1028,T2,K,273.7595537022323,2378.787878787879,WBG
1029,T3,K,274.2774766792518,2378.787878787879,WBG
1030,T4,K,279.254271190088,2378.787878787879,WBG
1031,Fa,W/$m^2$,323.92764055446526,2378.787878787879,WBG
1032,Fc,W/$m^2$,385.87712945643784,2378.787878787879,WBG
1033,fc,,0.4766485718138389,2378.787878787879,WBG
1034,q1,kg/kg,0.014182380610196142,2378.787878787879,WBG
1035,q2,kg/kg,0.005496154884276205,2378.787878787879,WBG
1036,q3,kg/kg,0.0020610580816035765,2378.787878787879,WBG
1037,alpha_p,,0.5237502003505934,2378.787878787879,WBG
1038,epsilon2,,0.9958974842023751,2378.787878787879,WBG
1039,epsilon3,,0.8726808154864868,2378.787878787879,WBG
1040,T1,K,294.68531056091297,2414.1414141414143,WTG
1041,T2,K,275.1120625609541,2414.1414141414143,WTG
1042,T3,K,275.1120625609541,2414.1414141414143,WTG
1043,T4,K,281.6804923550162,2414.1414141414143,WTG
1044,Fa,W/$m^2$,328.11745505650623,2414.1414141414143,WTG
1045,Fc,W/$m^2$,391.14080617451583,2414.1414141414143,WTG
1046,fc,,0.4777296779774863,2414.1414141414143,WTG
1047,q1,kg/kg,0.015043263804755872,2414.1414141414143,WTG
1048,q2,kg/kg,0.006059765025123879,2414.1414141414143,WTG
1049,q3,kg/kg,0.0022724118844214543,2414.1414141414143,WTG
1050,alpha_p,,0.5247340069595126,2414.1414141414143,WTG
1051,epsilon2,,0.9976650505224616,2414.1414141414143,WTG
1052,epsilon3,,0.8969366967029203,2414.1414141414143,WTG
1053,T1,K,294.4231241349451,2414.1414141414143,WBG
1054,T2,K,274.7334542084397,2414.1414141414143,WBG
1055,T3,K,275.2907711172257,2414.1414141414143,WBG
1056,T4,K,281.44561045622976,2414.1414141414143,WBG
1057,Fa,W/$m^2$,328.94800210252833,2414.1414141414143,WBG
1058,Fc,W/$m^2$,391.5546411983924,2414.1414141414143,WBG
1059,fc,,0.47781405926220083,2414.1414141414143,WBG
1060,q1,kg/kg,0.014796902408998374,2414.1414141414143,WBG
1061,q2,kg/kg,0.00589695783314908,2414.1414141414143,WBG
1062,q3,kg/kg,0.0022113591874309045,2414.1414141414143,WBG
1063,alpha_p,,0.5248107939286027,2414.1414141414143,WBG
1064,epsilon2,,0.9972522086436713,2414.1414141414143,WBG
1065,epsilon3,,0.8904483539430397,2414.1414141414143,WBG
1066,T1,K,295.39892759788324,2449.4949494949497,WTG
1067,T2,K,276.13775219626615,2449.4949494949497,WTG
1068,T3,K,276.13775219626615,2449.4949494949497,WTG
1069,T4,K,283.7759504947306,2449.4949494949497,WTG
1070,Fa,W/$m^2$,332.9705281676434,2449.4949494949497,WTG
1071,Fc,W/$m^2$,396.6401497779341,2449.4949494949497,WTG
1072,fc,,0.4788437960008836,2449.4949494949497,WTG
1073,q1,kg/kg,0.01573264786059806,2449.4949494949497,WTG
1074,q2,kg/kg,0.0065214220134103525,2449.4949494949497,WTG
1075,q3,kg/kg,0.002445533255028882,2449.4949494949497,WTG
1076,alpha_p,,0.5257478543608041,2449.4949494949497,WTG
1077,epsilon2,,0.9985284249856086,2449.4949494949497,WTG
1078,epsilon3,,0.9133200999172701,2449.4949494949497,WTG
1079,T1,K,295.10770193454164,2449.4949494949497,WBG
1080,T2,K,275.7200324502054,2449.4949494949497,WBG
1081,T3,K,276.3199873716343,2449.4949494949497,WBG
1082,T4,K,283.5529421724188,2449.4949494949497,WBG
1083,Fa,W/$m^2$,333.898630109468,2449.4949494949497,WBG
1084,Fc,W/$m^2$,397.12601031299386,2449.4949494949497,WBG
1085,fc,,0.47894148512008455,2449.4949494949497,WBG
1086,q1,kg/kg,0.01544794492798513,2449.4949494949497,WBG
1087,q2,kg/kg,0.006329708150484461,2449.4949494949497,WBG
1088,q3,kg/kg,0.0023736405564316727,2449.4949494949497,WBG
1089,alpha_p,,0.525836751459277,2449.4949494949497,WBG
1090,epsilon2,,0.9982174460693055,2449.4949494949497,WBG
1091,epsilon3,,0.9068589768518313,2449.4949494949497,WBG
1092,T1,K,296.1232286084245,2484.848484848485,WTG
1093,T2,K,277.1713467226944,2484.848484848485,WTG
1094,T3,K,277.1713467226944,2484.848484848485,WTG
1095,T4,K,285.76652169023623,2484.848484848485,WTG
1096,Fa,W/$m^2$,337.7667430573744,2484.848484848485,WTG
1097,Fc,W/$m^2$,402.04592878027466,2484.848484848485,WTG
1098,fc,,0.4799240418119702,2484.848484848485,WTG
1099,q1,kg/kg,0.01646135299257,2484.848484848485,WTG
1100,q2,kg/kg,0.007018533992540249,2484.848484848485,WTG
1101,q3,kg/kg,0.002631950247202593,2484.848484848485,WTG
1102,alpha_p,,0.5267308780488928,2484.848484848485,WTG
1103,epsilon2,,0.9991048631913464,2484.848484848485,WTG
1104,epsilon3,,0.9280619715957246,2484.848484848485,WTG
1105,T1,K,295.80174698282724,2484.848484848485,WBG
1106,T2,K,276.71353132560864,2484.848484848485,WBG
1107,T3,K,277.35936744917586,2484.848484848485,WBG
1108,T4,K,285.5644196403852,2484.848484848485,WBG
1109,Fa,W/$m^2$,338.79537238639125,2484.848484848485,WBG
1110,Fc,W/$m^2$,402.60630140525427,2484.848484848485,WBG
1111,fc,,0.4800351921082994,2484.848484848485,WBG
1112,q1,kg/kg,0.016134242456552872,2484.848484848485,WBG
1113,q2,kg/kg,0.006794273237602053,2484.848484848485,WBG
1114,q3,kg/kg,0.0025478524641007697,2484.848484848485,WBG
1115,alpha_p,,0.5268320248185525,2484.848484848485,WBG
1116,epsilon2,,0.9988798282280273,2484.848484848485,WBG
1117,epsilon3,,0.9217504706362533,2484.848484848485,WBG
1118,T1,K,296.8541410588922,2520.2020202020203,WTG
1119,T2,K,278.20646919507436,2520.2020202020203,WTG
1120,T3,K,278.20646919507436,2520.2020202020203,WTG
1121,T4,K,287.64398086005644,2520.2020202020203,WTG
1122,Fa,W/$m^2$,342.52330589578105,2520.2020202020203,WTG
1123,Fc,W/$m^2$,407.37392663655385,2520.2020202020203,WTG
1124,fc,,0.4809746593232646,2520.2020202020203,WTG
1125,q1,kg/kg,0.017227429020856132,2520.2020202020203,WTG
1126,q2,kg/kg,0.007550424350990886,2520.2020202020203,WTG
1127,q3,kg/kg,0.0028314091316215817,2520.2020202020203,WTG
1128,alpha_p,,0.5276869399841708,2520.2020202020203,WTG
1129,epsilon2,,0.9994741130808751,2520.2020202020203,WTG
1130,epsilon3,,0.9410702446467547,2520.2020202020203,WTG
1131,T1,K,296.50149676268524,2520.2020202020203,WBG
1132,T2,K,277.7080605585913,2520.2020202020203,WBG
1133,T3,K,278.4029609312972,2520.2020202020203,WBG
1134,T4,K,287.4716187914115,2520.2020202020203,WBG
1135,Fa,W/$m^2$,343.65430810508246,2520.2020202020203,WBG
1136,Fc,W/$m^2$,408.0106193225578,2520.2020202020203,WBG
1137,fc,,0.48109928958556586,2520.2020202020203,WBG
1138,q1,kg/kg,0.016853894914922552,2520.2020202020203,WBG
1139,q2,kg/kg,0.007289939920637494,2520.2020202020203,WBG
1140,q3,kg/kg,0.00273372747023906,2520.2020202020203,WBG
1141,alpha_p,,0.5278003535228649,2520.2020202020203,WBG
1142,epsilon2,,0.9993176309521777,2520.2020202020203,WBG
1143,epsilon3,,0.9350233607760191,2520.2020202020203,WBG
1144,T1,K,297.5878923279574,2555.5555555555557,WTG
1145,T2,K,279.2373774698586,2555.5555555555557,WTG
1146,T3,K,279.2373774698586,2555.5555555555557,WTG
1147,T4,K,289.40507402498656,2555.5555555555557,WTG
1148,Fa,W/$m^2$,347.2558009736202,2555.5555555555557,WTG
1149,Fc,W/$m^2$,412.63827779648994,2555.5555555555557,WTG
1150,fc,,0.4819993493420627,2555.5555555555557,WTG
1151,q1,kg/kg,0.01802868192743102,2555.5555555555557,WTG
1152,q2,kg/kg,0.008116060403865876,2555.5555555555557,WTG
1153,q3,kg/kg,0.003043522651449703,2555.5555555555557,WTG
1154,alpha_p,,0.528619407901277,2555.5555555555557,WTG
1155,epsilon2,,0.9997012968848784,2555.5555555555557,WTG
1156,epsilon3,,0.9523333197034943,2555.5555555555557,WTG
1157,T1,K,297.20336550830626,2555.5555555555557,WBG
1158,T2,K,278.698165645102,2555.5555555555557,WBG
1159,T3,K,279.44521236615554,2555.5555555555557,WBG
1160,T4,K,289.2703414574394,2555.5555555555557,WBG
1161,Fa,W/$m^2$,348.4903654867567,2555.5555555555557,WBG
1162,Fc,W/$m^2$,413.3528699480866,2555.5555555555557,WBG
1163,fc,,0.48213743629257433,2555.5555555555557,WBG
1164,q1,kg/kg,0.017604683627646635,2555.5555555555557,WBG
1165,q2,kg/kg,0.007815607029959678,2555.5555555555557,WBG
1166,q3,kg/kg,0.002930852636234879,2555.5555555555557,WBG
1167,alpha_p,,0.5287450670262426,2555.5555555555557,WBG
1168,epsilon2,,0.9995966101242107,2555.5555555555557,WBG
1169,epsilon3,,0.9466484707003583,2555.5555555555557,WBG
1170,T1,K,298.3213415259712,2590.909090909091,WTG
1171,T2,K,280.25942421440664,2590.909090909091,WTG
1172,T3,K,280.25942421440664,2590.909090909091,WTG
1173,T4,K,291.0513863078047,2590.909090909091,WTG
1174,Fa,W/$m^2$,351.97707914026864,2590.909090909091,WTG
1175,Fc,W/$m^2$,417.8505826402208,2590.909090909091,WTG
1176,fc,,0.48300114013170337,2590.909090909091,WTG
1177,q1,kg/kg,0.018863057982345856,2590.909090909091,WTG
1178,q2,kg/kg,0.008714331130242016,2590.909090909091,WTG
1179,q3,kg/kg,0.003267874173840755,2590.909090909091,WTG
1180,alpha_p,,0.5295310375198501,2590.909090909091,WTG
1181,epsilon2,,0.9998357845265894,2590.909090909091,WTG
1182,epsilon3,,0.9619126919289207,2590.909090909091,WTG
1183,T1,K,297.90425342683574,2590.909090909091,WBG
1184,T2,K,279.67926420150263,2590.909090909091,WBG
1185,T3,K,280.48142030577736,2590.909090909091,WBG
1186,T4,K,290.96070313375503,2590.909090909091,WBG
1187,Fa,W/$m^2$,353.316266351947,2590.909090909091,WBG
1188,Fc,W/$m^2$,418.6448748458214,2590.909090909091,WBG
1189,fc,,0.4831527054023021,2590.909090909091,WBG
1190,q1,kg/kg,0.01838440194815803,2590.909090909091,WBG
1191,q2,kg/kg,0.00837001667266583,2590.909090909091,WBG
1192,q3,kg/kg,0.003138756252249686,2590.909090909091,WBG
1193,alpha_p,,0.5296689619160949,2590.909090909091,WBG
1194,epsilon2,,0.9997682883095457,2590.909090909091,WBG
1195,epsilon3,,0.9566633357243696,2590.909090909091,WBG
1196,T1,K,299.05214385464706,2626.2626262626263,WTG
1197,T2,K,281.269253545451,2626.2626262626263,WTG
1198,T3,K,281.269253545451,2626.2626262626263,WTG
1199,T4,K,292.5885152059817,2626.2626262626263,WTG
1200,Fa,W/$m^2$,356.69677945720247,2626.2626262626263,WTG
1201,Fc,W/$m^2$,423.0195977572728,2626.2626262626263,WTG
1202,fc,,0.483982374023155,2626.2626262626263,WTG
1203,q1,kg/kg,0.01972893161761362,2626.2626262626263,WTG
1204,q2,kg/kg,0.009344282888787947,2626.2626262626263,WTG
1205,q3,kg/kg,0.0035041060832954793,2626.2626262626263,WTG
1206,alpha_p,,0.5304239603610711,2626.2626262626263,WTG
1207,epsilon2,,0.9999125359659726,2626.2626262626263,WTG
1208,epsilon3,,0.9699263553346454,2626.2626262626263,WTG
1209,T1,K,298.60172567973297,2626.2626262626263,WBG
1210,T2,K,280.6478742294203,2626.2626262626263,WBG
1211,T3,K,281.5079865620589,2626.2626262626263,WBG
1212,T4,K,292.5465917037843,2626.2626262626263,WBG
1213,Fa,W/$m^2$,358.14197481054515,2626.2626262626263,WBG
1214,Fc,W/$m^2$,423.8959653753012,2626.2626262626263,WBG
1215,fc,,0.48414754812854965,2626.2626262626263,WBG
1216,q1,kg/kg,0.01919112267992953,2626.2626262626263,WBG
1217,q2,kg/kg,0.008951964952849174,2626.2626262626263,WBG
1218,q3,kg/kg,0.0033569868573184404,2626.2626262626263,WBG
1219,alpha_p,,0.5305742687969801,2626.2626262626263,WBG
1220,epsilon2,,0.9998705175170604,2626.2626262626263,WBG
1221,epsilon3,,0.9651599209242802,2626.2626262626263,WBG
1222,T1,K,299.7787557950112,2661.6161616161617,WTG
1223,T2,K,282.2647616494571,2661.6161616161617,WTG
1224,T3,K,282.2647616494571,2661.6161616161617,WTG
1225,T4,K,294.0248945536158,2661.6161616161617,WTG
1226,Fa,W/$m^2$,361.4214171823893,2661.6161616161617,WTG
1227,Fc,W/$m^2$,428.1514009573468,2661.6161616161617,WTG
1228,fc,,0.48494478181218487,2661.6161616161617,WTG
1229,q1,kg/kg,0.02062525942525647,2661.6161616161617,WTG
1230,q2,kg/kg,0.010005272869045217,2661.6161616161617,WTG
1231,q3,kg/kg,0.003751977325891956,2661.6161616161617,WTG
1232,alpha_p,,0.5312997514490883,2661.6161616161617,WTG
1233,epsilon2,,0.9999548388280992,2661.6161616161617,WTG
1234,epsilon3,,0.9765287104470307,2661.6161616161617,WTG
1235,T1,K,299.2940554727013,2661.6161616161617,WBG
1236,T2,K,281.60163682329465,2661.6161616161617,WBG
1237,T3,K,282.52245419401373,2661.6161616161617,WBG
1238,T4,K,294.0347451219968,2661.6161616161617,WBG
1239,Fa,W/$m^2$,362.97464095944565,2661.6161616161617,WBG
1240,Fc,W/$m^2$,429.11300858768294,2661.6161616161617,WBG
1241,fc,,0.4851238387862371,2661.6161616161617,WBG
1242,q1,kg/kg,0.020023361550743284,2661.6161616161617,WBG
1243,q2,kg/kg,0.009560452579642017,2661.6161616161617,WBG
1244,q3,kg/kg,0.003585169717365756,2661.6161616161617,WBG
1245,alpha_p,,0.5314626932954757,2661.6161616161617,WBG
1246,epsilon2,,0.9999295390977251,2661.6161616161617,WBG
1247,epsilon3,,0.9722680393645439,2661.6161616161617,WBG
1248,T1,K,300.5003335652795,2696.969696969697,WTG
1249,T2,K,283.24490599673163,2696.969696969697,WTG
1250,T3,K,283.24490599673163,2696.969696969697,WTG
1251,T4,K,295.370592124477,2696.969696969697,WTG
1252,Fa,W/$m^2$,366.1548364594132,2696.969696969697,WTG
1253,Fc,W/$m^2$,433.24982635872044,2696.969696969697,WTG
1254,fc,,0.4858896004205086,2696.969696969697,WTG
1255,q1,kg/kg,0.02155161561895214,2696.969696969697,WTG
1256,q2,kg/kg,0.010697036822308121,2696.969696969697,WTG
1257,q3,kg/kg,0.004011388808365545,2696.969696969697,WTG
1258,alpha_p,,0.5321595363826629,2696.969696969697,WTG
1259,epsilon2,,0.9999773881583548,2696.969696969697,WTG
1260,epsilon3,,0.9818917710945487,2696.969696969697,WTG
1261,T1,K,299.9801640700173,2696.969696969697,WBG
1262,T2,K,282.53919105927815,2696.969696969697,WBG
1263,T3,K,283.52339074094266,2696.969696969697,WBG
1264,T4,K,295.4337232947691,2696.969696969697,WBG
1265,Fa,W/$m^2$,367.8189004523274,2696.969696969697,WBG
1266,Fc,W/$m^2$,434.30071990528836,2696.969696969697,WBG
1267,fc,,0.4860829681896807,2696.969696969697,WBG
1268,q1,kg/kg,0.020880136708324098,2696.969696969697,WBG
1269,q2,kg/kg,0.01019476455743723,2696.969696969697,WBG
1270,q3,kg/kg,0.0038230367090389614,2696.969696969697,WBG
1271,alpha_p,,0.5323355010526095,2696.969696969697,WBG
1272,epsilon2,,0.9999626345679405,2696.969696969697,WBG
1273,epsilon3,,0.9781386864544588,2696.969696969697,WBG
1274,T1,K,301.2165761204645,2732.3232323232323,WTG
1275,T2,K,284.20945138314545,2732.3232323232323,WTG
1276,T3,K,284.20945138314545,2732.3232323232323,WTG
1277,T4,K,296.6363013946337,2732.3232323232323,WTG
1278,Fa,W/$m^2$,370.8988170632022,2732.3232323232323,WTG
1279,Fc,W/$m^2$,438.31701180325103,2732.3232323232323,WTG
1280,fc,,0.4868177020023029,2732.3232323232323,WTG
1281,q1,kg/kg,0.022508138350856324,2732.3232323232323,WTG
1282,q2,kg/kg,0.011419689346246344,2732.3232323232323,WTG
1283,q3,kg/kg,0.004282383504842379,2732.3232323232323,WTG
1284,alpha_p,,0.5330041088220956,2732.3232323232323,WTG
1285,epsilon2,,0.9999890227910287,2732.3232323232323,WTG
1286,epsilon3,,0.9861902926761154,2732.3232323232323,WTG
1287,T1,K,300.6595016960221,2732.3232323232323,WBG
1288,T2,K,283.45997278034724,2732.3232323232323,WBG
1289,T3,K,284.5101891338288,2732.3232323232323,WBG
1290,T4,K,296.7529803806344,2732.3232323232323,WBG
1291,Fa,W/$m^2$,372.6773580576392,2732.3232323232323,WBG
1292,Fc,W/$m^2$,439.46211098160563,2732.3232323232323,WBG
1293,fc,,0.4870259542411363,2732.3232323232323,WBG
1294,q1,kg/kg,0.021760946816128293,2732.3232323232323,WBG
1295,q2,kg/kg,0.01085448860575492,2732.3232323232323,WBG
1296,q3,kg/kg,0.0040704332271580945,2732.3232323232323,WBG
1297,alpha_p,,0.5331936183594341,2732.3232323232323,WBG
1298,epsilon2,,0.9999806822965589,2732.3232323232323,WBG
1299,epsilon3,,0.982930008278646,2732.3232323232323,WBG
1300,T1,K,301.92756875783584,2767.6767676767677,WTG
1301,T2,K,285.1587196415916,2767.6767676767677,WTG
1302,T3,K,285.1587196415916,2767.6767676767677,WTG
1303,T4,K,297.83258361308236,2767.6767676767677,WTG
1304,Fa,W/$m^2$,375.6536774220233,2767.6767676767677,WTG
1305,Fc,W/$m^2$,443.3538902863704,2767.6767676767677,WTG
1306,fc,,0.4877297036120745,2767.6767676767677,WTG
1307,q1,kg/kg,0.023495441546134317,2767.6767676767677,WTG
1308,q2,kg/kg,0.012173683653136834,2767.6767676767677,WTG
1309,q3,kg/kg,0.004565131369926312,2767.6767676767677,WTG
1310,alpha_p,,0.5338340302869878,2767.6767676767677,WTG
1311,epsilon2,,0.9999948354038756,2767.6767676767677,WTG
1312,epsilon3,,0.989591488248482,2767.6767676767677,WTG
1313,T1,K,301.33191450891917,2767.6767676767677,WBG
1314,T2,K,284.36399789388406,2767.6767676767677,WBG
1315,T3,K,285.48284920351654,2767.6767676767677,WBG
1316,T4,K,298.00212844457354,2767.6767676767677,WBG
1317,Fa,W/$m^2$,377.55111127030216,2767.6767676767677,WBG
1318,Fc,W/$m^2$,444.59893308139686,2767.6767676767677,WBG
1319,fc,,0.4879535435414911,2767.6767676767677,WBG
1320,q1,kg/kg,0.02266570654615039,2767.6767676767677,WBG
1321,q2,kg/kg,0.011539492157676053,2767.6767676767677,WBG
1322,q3,kg/kg,0.004327309559128519,2767.6767676767677,WBG
1323,alpha_p,,0.5340377246227569,2767.6767676767677,WBG
1324,epsilon2,,0.9999902621690256,2767.6767676767677,WBG
1325,epsilon3,,0.9867969783027456,2767.6767676767677,WBG
1326,T1,K,302.6336409891151,2803.030303030303,WTG
1327,T2,K,286.0933764992283,2803.030303030303,WTG
1328,T3,K,286.0933764992283,2803.030303030303,WTG
1329,T4,K,298.96937664074414,2803.030303030303,WTG
1330,Fa,W/$m^2$,380.41879208803186,2803.030303030303,WTG
1331,Fc,W/$m^2$,448.36061557761866,2803.030303030303,WTG
1332,fc,,0.48862605744974424,2803.030303030303,WTG
1333,q1,kg/kg,0.024514507703925353,2803.030303030303,WTG
1334,q2,kg/kg,0.012959752087719215,2803.030303030303,WTG
1335,q3,kg/kg,0.004859907032894705,2803.030303030303,WTG
1336,alpha_p,,0.5346497122792673,2803.030303030303,WTG
1337,epsilon2,,0.9999976468414954,2803.030303030303,WTG
1338,epsilon3,,0.992248795535317,2803.030303030303,WTG
1339,T1,K,301.99751563909376,2803.030303030303,WBG
1340,T2,K,285.25166785171086,2803.030303030303,WBG
1341,T3,K,286.4417786506909,2803.030303030303,WBG
1342,T4,K,299.19042998273426,2803.030303030303,WBG
1343,Fa,W/$m^2$,382.4402226748907,2803.030303030303,WBG
1344,Fc,W/$m^2$,449.7120847677717,2803.030303030303,WBG
1345,fc,,0.4888662994133601,2803.030303030303,WBG
1346,q1,kg/kg,0.02359465665669406,2803.030303030303,WBG
1347,q2,kg/kg,0.012249877742142548,2803.030303030303,WBG
1348,q3,kg/kg,0.0045937041533034555,2803.030303030303,WBG
1349,alpha_p,,0.5348683324661577,2803.030303030303,WBG
1350,epsilon2,,0.9999952142975539,2803.030303030303,WBG
1351,epsilon3,,0.9898846798040106,2803.030303030303,WBG
