,variable,unit,value,Stellar flux,assumption
455,T1,K,282.44583245893966,1601.0101010101012,WBG
456,T2,K,256.92848221948896,1601.0101010101012,WBG
457,T3,K,257.06200688097795,1601.0101010101012,WBG
458,T4,K,224.5975860239883,1601.0101010101012,WBG
459,Fa,W/$m^2$,188.7318047380594,1601.0101010101012,WBG
460,Fc,W/$m^2$,228.3494087838556,1601.0101010101012,WBG
461,fc,,0.434819731459986,1601.0101010101012,WBG
462,q1,kg/kg,0.006750731807200867,1601.0101010101012,WBG
463,q2,kg/kg,0.0015002813493938604,1601.0101010101012,WBG
464,q3,kg/kg,0.0005626055060226976,1601.0101010101012,WBG
465,alpha_p,,0.4856859556285872,1601.0101010101012,WBG
466,epsilon2,,0.7769326085564974,1601.0101010101012,WBG
467,epsilon3,,0.4302772876175526,1601.0101010101012,WBG
468,T1,K,282.9368430755283,1636.3636363636365,WTG
469,T2,K,257.65540866872453,1636.3636363636365,WTG
470,T3,K,257.65540866872453,1636.3636363636365,WTG
471,T4,K,227.35428310762092,1636.3636363636365,WTG
472,Fa,W/$m^2$,195.7304896334958,1636.3636363636365,WTG
473,Fc,W/$m^2$,236.68547053133668,1636.3636363636365,WTG
474,fc,,0.43767585978093176,1636.3636363636365,WTG
475,q1,kg/kg,0.006980070983272886,1636.3636363636365,WTG
476,q2,kg/kg,0.0015922873506876677,1636.3636363636365,WTG
477,q3,kg/kg,0.0005971077565078754,1636.3636363636365,WTG
478,alpha_p,,0.4882850324006479,1636.3636363636365,WTG
479,epsilon2,,0.7965403045938647,1636.3636363636365,WTG
480,epsilon3,,0.4495987693839619,1636.3636363636365,WTG
481,T1,K,282.91032145580135,1636.3636363636365,WBG
482,T2,K,257.61608513470753,1636.3636363636365,WBG
483,T3,K,257.7577025467733,1636.3636363636365,WBG
484,T4,K,227.32451484747384,1636.3636363636365,WBG
485,Fa,W/$m^2$,195.76107782920616,1636.3636363636365,WBG
486,Fc,W/$m^2$,236.6235115548607,1636.3636363636365,WBG
487,fc,,0.4376550029558644,1636.3636363636365,WBG
488,q1,kg/kg,0.006967506459948431,1636.3636363636365,WBG
489,q2,kg/kg,0.0015871823726964316,1636.3636363636365,WBG
490,q3,kg/kg,0.0005951933897611618,1636.3636363636365,WBG
491,alpha_p,,0.48826605268983664,1636.3636363636365,WBG
492,epsilon2,,0.7954989916483314,1636.3636363636365,WBG
493,epsilon3,,0.4485440903716045,1636.3636363636365,WBG
494,T1,K,283.3993499300405,1671.7171717171718,WTG
495,T2,K,258.3421746555852,1671.7171717171718,WTG
496,T3,K,258.3421746555852,1671.7171717171718,WTG
497,T4,K,230.0403532490689,1671.7171717171718,WTG
498,Fa,W/$m^2$,202.6866614405573,1671.7171717171718,WTG
499,Fc,W/$m^2$,244.88492462562886,1671.7171717171718,WTG
500,fc,,0.4403890912329316,1671.7171717171718,WTG
501,q1,kg/kg,0.007202486757119746,1671.7171717171718,WTG
502,q2,kg/kg,0.0016838756979683713,1671.7171717171718,WTG
503,q3,kg/kg,0.0006314533867381392,1671.7171717171718,WTG
504,alpha_p,,0.4907540730219677,1671.7171717171718,WTG
505,epsilon2,,0.8143469552425033,1671.7171717171718,WTG
506,epsilon3,,0.46818169862032044,1671.7171717171718,WTG
507,T1,K,283.3704482516881,1671.7171717171718,WBG
508,T2,K,258.2992054064758,1671.7171717171718,WBG
509,T3,K,258.44930227860453,1671.7171717171718,WBG
510,T4,K,230.00673010798278,1671.7171717171718,WBG
511,Fa,W/$m^2$,202.72309951204775,1671.7171717171718,WBG
512,Fc,W/$m^2$,244.82023134423545,1671.7171717171718,WBG
513,fc,,0.44036804015189857,1671.7171717171718,WBG
514,q1,kg/kg,0.0071884035376055515,1671.7171717171718,WBG
515,q2,kg/kg,0.0016780082615836735,1671.7171717171718,WBG
516,q3,kg/kg,0.0006292530980938775,1671.7171717171718,WBG
517,alpha_p,,0.49073491653822765,1671.7171717171718,WBG
518,epsilon2,,0.8132544458323306,1671.7171717171718,WBG
519,epsilon3,,0.46701025656826756,1671.7171717171718,WBG
520,T1,K,283.8590682905914,1707.0707070707072,WTG
521,T2,K,259.02654476830315,1707.0707070707072,WTG
522,T3,K,259.02654476830315,1707.0707070707072,WTG
523,T4,K,232.6870875573851,1707.0707070707072,WTG
524,Fa,W/$m^2$,209.57247576937763,1707.0707070707072,WTG
525,Fc,W/$m^2$,253.00214981661688,1707.0707070707072,WTG
526,fc,,0.4429874184662133,1707.0707070707072,WTG
527,q1,kg/kg,0.00742986357774671,1707.0707070707072,WTG
528,q2,kg/kg,0.0017798660706752137,1707.0707070707072,WTG
529,q3,kg/kg,0.0006674497765032051,1707.0707070707072,WTG
530,alpha_p,,0.49311855080425415,1707.0707070707072,WTG
531,epsilon2,,0.8313392656257035,1707.0707070707072,WTG
532,epsilon3,,0.48698478557530434,1707.0707070707072,WTG
533,T1,K,283.8275482817152,1707.0707070707072,WBG
534,T2,K,258.97957065214683,1707.0707070707072,WBG
535,T3,K,259.1385692839015,1707.0707070707072,WBG
536,T4,K,232.64916888890954,1707.0707070707072,WBG
537,Fa,W/$m^2$,209.61571271643842,1707.0707070707072,WBG
538,Fc,W/$m^2$,252.93526030933194,1707.0707070707072,WBG
539,fc,,0.4429663483087213,1707.0707070707072,WBG
540,q1,kg/kg,0.007414069907357366,1707.0707070707072,WBG
541,q2,kg/kg,0.0017731223802676778,1707.0707070707072,WBG
542,q3,kg/kg,0.0006649208926003791,1707.0707070707072,WBG
543,alpha_p,,0.4930993769609363,1707.0707070707072,WBG
544,epsilon2,,0.8301980260911682,1707.0707070707072,WBG
545,epsilon3,,0.485685787842698,1707.0707070707072,WBG
546,T1,K,284.31733253982367,1742.4242424242425,WTG
547,T2,K,259.7102675830508,1742.4242424242425,WTG
548,T3,K,259.7102675830508,1742.4242424242425,WTG
549,T4,K,235.2991532969211,1742.4242424242425,WTG
550,Fa,W/$m^2$,216.38560901825028,1742.4242424242425,WTG
551,Fc,W/$m^2$,261.0327803413393,1742.4242424242425,WTG
552,fc,,0.44547756893931245,1742.4242424242425,WTG
553,q1,kg/kg,0.007662931925714585,1742.4242424242425,WTG
554,q2,kg/kg,0.0018806880523676449,1742.4242424242425,WTG
555,q3,kg/kg,0.0007052580196378668,1742.4242424242425,WTG
556,alpha_p,,0.4953845877347743,1742.4242424242425,WTG
557,epsilon2,,0.8475148481156405,1742.4242424242425,WTG
558,epsilon3,,0.5060188990132441,1742.4242424242425,WTG
559,T1,K,284.2829221292194,1742.4242424242425,WBG
560,T2,K,259.65888002072836,1742.4242424242425,WBG
561,T3,K,259.8272429242381,1742.4242424242425,WBG
562,T4,K,235.25644399848704,1742.4242424242425,WBG
563,Fa,W/$m^2$,216.43672829903187,1742.4242424242425,WBG
564,Fc,W/$m^2$,260.96436081837385,1742.4242424242425,WBG
565,fc,,0.44545667736781946,1742.4242424242425,WBG
566,q1,kg/kg,0.0076452053415086785,1742.4242424242425,WBG
567,q2,kg/kg,0.0018729344874765547,1742.4242424242425,WBG
568,q3,kg/kg,0.0007023504328037079,1742.4242424242425,WBG
569,alpha_p,,0.4953655764047157,1742.4242424242425,WBG
570,epsilon2,,0.8463279491928056,1742.4242424242425,WBG
571,epsilon3,,0.5045805159692391,1742.4242424242425,WBG
572,T1,K,284.7754673969314,1777.7777777777778,WTG
573,T2,K,260.39509459095154,1777.7777777777778,WTG
574,T3,K,260.39509459095154,1777.7777777777778,WTG
575,T4,K,237.88094014262188,1777.7777777777778,WTG
576,Fa,W/$m^2$,223.12366942701553,1777.7777777777778,WTG
577,Fc,W/$m^2$,268.97247609982037,1777.7777777777778,WTG
578,fc,,0.4478656010744853,1777.7777777777778,WTG
579,q1,kg/kg,0.007902492539648595,1777.7777777777778,WTG
580,q2,kg/kg,0.001986829477773179,1777.7777777777778,WTG
581,q3,kg/kg,0.0007450610541649422,1777.7777777777778,WTG
582,alpha_p,,0.4975576969777816,1777.7777777777778,WTG
583,epsilon2,,0.8628704908974799,1777.7777777777778,WTG
584,epsilon3,,0.5252946836815454,1777.7777777777778,WTG
585,T1,K,284.7378547419766,1777.7777777777778,WBG
586,T2,K,260.33882703316965,1777.7777777777778,WBG
587,T3,K,260.517062321075,1777.7777777777778,WBG
588,T4,K,237.832883908619,1777.7777777777778,WBG
589,Fa,W/$m^2$,223.1839096345877,1777.7777777777778,WBG
590,Fc,W/$m^2$,268.90334023968063,1777.7777777777778,WBG
591,fc,,0.44784511166312807,1777.7777777777778,WBG
592,q1,kg/kg,0.007882573739868186,1777.7777777777778,WBG
593,q2,kg/kg,0.001977908394560466,1777.7777777777778,WBG
594,q3,kg/kg,0.0007417156479601746,1777.7777777777778,WBG
595,alpha_p,,0.4975390516134466,1777.7777777777778,WBG
596,epsilon2,,0.8616416740970719,1777.7777777777778,WBG
597,epsilon3,,0.5237039422163106,1777.7777777777778,WBG
598,T1,K,285.234803706429,1813.1313131313132,WTG
599,T2,K,261.08279833432465,1813.1313131313132,WTG
600,T3,K,261.08279833432465,1813.1313131313132,WTG
601,T4,K,240.43658083705526,1813.1313131313132,WTG
602,Fa,W/$m^2$,229.78414081018653,1813.1313131313132,WTG
603,Fc,W/$m^2$,276.8168495547621,1813.1313131313132,WTG
604,fc,,0.4501569665620601,1813.1313131313132,WTG
605,q1,kg/kg,0.008149428676290213,1813.1313131313132,WTG
606,q2,kg/kg,0.0020988456923889003,1813.1313131313132,WTG
607,q3,kg/kg,0.0007870671346458376,1813.1313131313132,WTG
608,alpha_p,,0.4996428395714747,1813.1313131313132,WTG
609,epsilon2,,0.8774021377463901,1813.1313131313132,WTG
610,epsilon3,,0.5448221852135529,1813.1313131313132,WTG
611,T1,K,285.19363002598254,1813.1313131313132,WBG
612,T2,K,261.02111606569474,1813.1313131313132,WBG
613,T3,K,261.2097836677303,1813.1313131313132,WBG
614,T4,K,240.38255301963807,1813.1313131313132,WBG
615,Fa,W/$m^2$,229.8549200815795,1813.1313131313132,WBG
616,Fc,W/$m^2$,276.74798116005366,1813.1313131313132,WBG
617,fc,,0.45013713279541295,1813.1313131313132,WBG
618,q1,kg/kg,0.008127013978403421,1813.1313131313132,WBG
619,q2,kg/kg,0.002088570198284571,1813.1313131313132,WBG
620,q3,kg/kg,0.0007832138243567141,1813.1313131313132,WBG
621,alpha_p,,0.49962479084382583,1813.1313131313132,WBG
622,epsilon2,,0.876135889614456,1813.1313131313132,WBG
623,epsilon3,,0.5430648602717119,1813.1313131313132,WBG
624,T1,K,285.6966948358371,1848.4848484848485,WTG
625,T2,K,261.775191596606,1848.4848484848485,WTG
626,T3,K,261.775191596606,1848.4848484848485,WTG
627,T4,K,242.96996498239483,1848.4848484848485,WTG
628,Fa,W/$m^2$,236.3643462739633,1848.4848484848485,WTG
629,Fc,W/$m^2$,284.56142036788145,1848.4848484848485,WTG
630,fc,,0.4523565710876336,1848.4848484848485,WTG
631,q1,kg/kg,0.008404720856466454,1848.4848484848485,WTG
632,q2,kg/kg,0.00221737080961789,1848.4848484848485,WTG
633,q3,kg/kg,0.0008315140536067087,1848.4848484848485,WTG
634,alpha_p,,0.5016444796897466,1848.4848484848485,WTG
635,epsilon2,,0.8911049614335576,1848.4848484848485,WTG
636,epsilon3,,0.5646104161346579,1848.4848484848485,WTG
637,T1,K,285.65154596598023,1848.4848484848485,WBG
638,T2,K,261.7074798103418,1848.4848484848485,WBG
639,T3,K,261.9071986965589,1848.4848484848485,WBG
640,T4,K,242.90926575922043,1848.4848484848485,WBG
641,Fa,W/$m^2$,236.44729292366512,1848.4848484848485,WBG
642,Fc,W/$m^2$,284.4940021540149,1848.4848484848485,WBG
643,fc,,0.4523376816526623,1848.4848484848485,WBG
644,q1,kg/kg,0.008379452979118011,1848.4848484848485,WBG
645,q2,kg/kg,0.002205518276819844,1848.4848484848485,WBG
646,q3,kg/kg,0.0008270693538074414,1848.4848484848485,WBG
647,alpha_p,,0.5016272903039227,1848.4848484848485,WBG
648,epsilon2,,0.8898066001824692,1848.4848484848485,WBG
649,epsilon3,,0.5626709331216997,1848.4848484848485,WBG
650,T1,K,286.1625321143112,1883.8383838383838,WTG
651,T2,K,262.47414511244506,1883.8383838383838,WTG
652,T3,K,262.47414511244506,1883.8383838383838,WTG
653,T4,K,245.48473947064178,1883.8383838383838,WTG
654,Fa,W/$m^2$,242.86141321535652,1883.8383838383838,WTG
655,Fc,W/$m^2$,292.20157415803806,1883.8383838383838,WTG
656,fc,,0.4544688271109076,1883.8383838383838,WTG
657,q1,kg/kg,0.008669463519442484,1883.8383838383838,WTG
658,q2,kg/kg,0.0023431308980807115,1883.8383838383838,WTG
659,q3,kg/kg,0.0008786740867802668,1883.8383838383838,WTG
660,alpha_p,,0.5035666326709259,1883.8383838383838,WTG
661,epsilon2,,0.9039734821525693,1883.8383838383838,WTG
662,epsilon3,,0.5846667574076112,1883.8383838383838,WTG
663,T1,K,286.11292821590126,1883.8383838383838,WBG
664,T2,K,262.39969449436444,1883.8383838383838,WBG
665,T3,K,262.61115106185116,1883.8383838383838,WBG
666,T4,K,245.41658713328016,1883.8383838383838,WBG
667,Fa,W/$m^2$,242.9584000008433,1883.8383838383838,WBG
668,Fc,W/$m^2$,292.1370190673997,1883.8383838383838,WBG
669,fc,,0.4544512113259956,1883.8383838383838,WBG
670,q1,kg/kg,0.008640920096617639,1883.8383838383838,WBG
671,q2,kg/kg,0.002329434804218177,1883.8383838383838,WBG
672,q3,kg/kg,0.0008735380515818163,1883.8383838383838,WBG
673,alpha_p,,0.503550602306656,1883.8383838383838,WBG
674,epsilon2,,0.9026492462213129,1883.8383838383838,WBG
675,epsilon3,,0.5825281038558784,1883.8383838383838,WBG
676,T1,K,286.63366642136555,1919.1919191919192,WTG
677,T2,K,263.1814652484016,1919.1919191919192,WTG
678,T3,K,263.1814652484016,1919.1919191919192,WTG
679,T4,K,247.98402756520568,1919.1919191919192,WTG
680,Fa,W/$m^2$,249.27128352068746,1919.1919191919192,WTG
681,Fc,W/$m^2$,299.7313171368176,1919.1919191919192,WTG
682,fc,,0.4564973785613494,1919.1919191919192,WTG
683,q1,kg/kg,0.008944828747519895,1919.1919191919192,WTG
684,q2,kg/kg,0.0024769325499664845,1919.1919191919192,WTG
685,q3,kg/kg,0.0009288497062374315,1919.1919191919192,WTG
686,alpha_p,,0.505412614490828,1919.1919191919192,WTG
687,epsilon2,,0.9159995018640466,1919.1919191919192,WTG
688,epsilon3,,0.6049921758242947,1919.1919191919192,WTG
689,T1,K,286.5791426607379,1919.1919191919192,WBG
690,T2,K,263.0995933658567,1919.1919191919192,WBG
691,T3,K,263.32355117838983,1919.1919191919192,WBG
692,T4,K,247.90781910879488,1919.1919191919192,WBG
693,Fa,W/$m^2$,249.3854287461728,1919.1919191919192,WBG
694,Fc,W/$m^2$,299.67251891496574,1919.1919191919192,WBG
695,fc,,0.4564817356356441,1919.1919191919192,WBG
696,q1,kg/kg,0.008912563224905638,1919.1919191919192,WBG
697,q2,kg/kg,0.0024610990931616043,1919.1919191919192,WBG
698,q3,kg/kg,0.0009229121599356015,1919.1919191919192,WBG
699,alpha_p,,0.5053983794284361,1919.1919191919192,WBG
700,epsilon2,,0.9146588984189921,1919.1919191919192,WBG
701,epsilon3,,0.6026398218843572,1919.1919191919192,WBG
702,T1,K,287.1118843204967,1954.5454545454545,WTG
703,T2,K,263.8995972845179,1954.5454545454545,WTG
704,T3,K,263.8995972845179,1954.5454545454545,WTG
705,T4,K,250.4717214214007,1954.5454545454545,WTG
706,Fa,W/$m^2$,255.5934817590496,1954.5454545454545,WTG
707,Fc,W/$m^2$,307.14930968742357,1954.5454545454545,WTG
708,fc,,0.4584467549777714,1954.5454545454545,WTG
709,q1,kg/kg,0.009232361642536198,1954.5454545454545,WTG
710,q2,kg/kg,0.002619814476432286,1954.5454545454545,WTG
711,q3,kg/kg,0.0009824304286621072,1954.5454545454545,WTG
712,alpha_p,,0.507186547029772,1954.5454545454545,WTG
713,epsilon2,,0.9271836292727347,1954.5454545454545,WTG
714,epsilon3,,0.6255999604197056,1954.5454545454545,WTG
715,T1,K,287.0516059469101,1954.5454545454545,WBG
716,T2,K,263.8090768401384,1954.5454545454545,WBG
717,T3,K,264.04638790864726,1954.5454545454545,WBG
718,T4,K,250.3859684035925,1954.5454545454545,WBG
719,Fa,W/$m^2$,255.72536572146078,1954.5454545454545,WBG
720,Fc,W/$m^2$,307.09584387078763,1954.5454545454545,WBG
721,fc,,0.4584328732772277,1954.5454545454545,WBG
722,q1,kg/kg,0.009195666224084457,1954.5454545454545,WBG
723,q2,kg/kg,0.0026014027350424952,1954.5454545454545,WBG
724,q3,kg/kg,0.0009755260256409357,1954.5454545454545,WBG
725,alpha_p,,0.5071739146822771,1954.5454545454545,WBG
726,epsilon2,,0.9258305348979318,1954.5454545454545,WBG
727,epsilon3,,0.623006007110408,1954.5454545454545,WBG
728,T1,K,287.5984922178033,1989.8989898989898,WTG
729,T2,K,264.63025421940586,1989.8989898989898,WTG
730,T3,K,264.63025421940586,1989.8989898989898,WTG
731,T4,K,252.94976744987872,1989.8989898989898,WTG
732,Fa,W/$m^2$,261.82152839853404,1989.8989898989898,WTG
733,Fc,W/$m^2$,314.44676000892747,1989.8989898989898,WTG
734,fc,,0.46031919358008017,1989.8989898989898,WTG
735,q1,kg/kg,0.00953345386609773,1989.8989898989898,WTG
736,q2,kg/kg,0.0027728000172236654,1989.8989898989898,WTG
737,q3,kg/kg,0.0010398000064588745,1989.8989898989898,WTG
738,alpha_p,,0.508890466157873,1989.8989898989898,WTG
739,epsilon2,,0.937513204541417,1989.8989898989898,WTG
740,epsilon3,,0.6464746223186392,1989.8989898989898,WTG
741,T1,K,287.5317933926913,1989.8989898989898,WBG
742,T2,K,264.53011801965437,1989.8989898989898,WBG
743,T3,K,264.7817358150227,1989.8989898989898,WBG
744,T4,K,252.85369088717454,1989.8989898989898,WBG
745,Fa,W/$m^2$,261.97499398806093,1989.8989898989898,WBG
746,Fc,W/$m^2$,314.40219351956955,1989.8989898989898,WBG
747,fc,,0.4603078903382039,1989.8989898989898,WBG
748,q1,kg/kg,0.009491667442781005,1989.8989898989898,WBG
749,q2,kg/kg,0.0027513665043761475,1989.8989898989898,WBG
750,q3,kg/kg,0.0010317624391410552,1989.8989898989898,WBG
751,alpha_p,,0.5088801802077656,1989.8989898989898,WBG
752,epsilon2,,0.9361594368352264,1989.8989898989898,WBG
753,epsilon3,,0.6436216883313495,1989.8989898989898,WBG
754,T1,K,288.0952483226451,2025.2525252525254,WTG
755,T2,K,265.3757975327218,2025.2525252525254,WTG
756,T3,K,265.3757975327218,2025.2525252525254,WTG
757,T4,K,255.42072706052252,2025.2525252525254,WTG
758,Fa,W/$m^2$,267.9525261027014,2025.2525252525254,WTG
759,Fc,W/$m^2$,321.6195487277952,2025.2525252525254,WTG
760,fc,,0.4621179009020383,2025.2525252525254,WTG
761,q1,kg/kg,0.00984991579204385,2025.2525252525254,WTG
762,q2,kg/kg,0.002937186907107301,2025.2525252525254,WTG
763,q3,kg/kg,0.0011014450901652378,2025.2525252525254,WTG
764,alpha_p,,0.5105272898208548,2025.2525252525254,WTG
765,epsilon2,,0.9469853456833356,2025.2525252525254,WTG
766,epsilon3,,0.6676095976336821,2025.2525252525254,WTG
767,T1,K,288.0212427463043,2025.2525252525254,WBG
768,T2,K,265.2647614890905,2025.2525252525254,WBG
769,T3,K,265.53175584818285,2025.2525252525254,WBG
770,T4,K,255.3132081077645,2025.2525252525254,WBG
771,Fa,W/$m^2$,268.13091321350186,2025.2525252525254,WBG
772,Fc,W/$m^2$,321.5866563301418,2025.2525252525254,WBG
773,fc,,0.4621097441552683,2025.2525252525254,WBG
774,q1,kg/kg,0.00980217846343447,2025.2525252525254,WBG
775,q2,kg/kg,0.002912158744586895,2025.2525252525254,WBG
776,q3,kg/kg,0.0010920595292200855,2025.2525252525254,WBG
777,alpha_p,,0.5105198671812942,2025.2525252525254,WBG
778,epsilon2,,0.9456417424757678,2025.2525252525254,WBG
779,epsilon3,,0.6644752414174713,2025.2525252525254,WBG
780,T1,K,288.60389851168287,2060.606060606061,WTG
781,T2,K,266.1385367617729,2060.606060606061,WTG
782,T3,K,266.1385367617729,2060.606060606061,WTG
783,T4,K,257.88631408495536,2060.606060606061,WTG
784,Fa,W/$m^2$,273.9824129076937,2060.606060606061,WTG
785,Fc,W/$m^2$,328.66223714027575,2060.606060606061,WTG
786,fc,,0.4638454885187991,2060.606060606061,WTG
787,q1,kg/kg,0.010183724360159031,2060.606060606061,WTG
788,q2,kg/kg,0.0031144368474566825,2060.606060606061,WTG
789,q3,kg/kg,0.0011679138177962559,2060.606060606061,WTG
790,alpha_p,,0.5120993945521072,2060.606060606061,WTG
791,epsilon2,,0.9555964939449041,2060.606060606061,WTG
792,epsilon3,,0.6889849008924124,2060.606060606061,WTG
793,T1,K,288.5215504289003,2060.606060606061,WBG
794,T2,K,266.0151098281225,2060.606060606061,WBG
795,T3,K,266.298683800743,2060.606060606061,WBG
796,T4,K,257.76618399317016,2060.606060606061,WBG
797,Fa,W/$m^2$,274.18958073601954,2060.606060606061,WBG
798,Fc,W/$m^2$,328.6442650990836,2060.606060606061,WBG
799,fc,,0.4638411270775245,2060.606060606061,WBG
800,q1,kg/kg,0.01012900078169312,2060.606060606061,WBG
801,q2,kg/kg,0.0030851139570173217,2060.606060606061,WBG
802,q3,kg/kg,0.0011569177338814954,2060.606060606061,WBG
803,alpha_p,,0.5120954256405473,2060.606060606061,WBG
804,epsilon2,,0.9542751770611286,2060.606060606061,WBG
805,epsilon3,,0.6855460806358298,2060.606060606061,WBG
806,T1,K,289.1262562535896,2095.9595959595963,WTG
807,T2,K,266.92083849747024,2095.9595959595963,WTG
808,T3,K,266.92083849747024,2095.9595959595963,WTG
809,T4,K,260.34747133219196,2095.9595959595963,WTG
810,Fa,W/$m^2$,279.907004884703,2095.9595959595963,WTG
811,Fc,W/$m^2$,335.56938639586974,2095.9595959595963,WTG
812,fc,,0.4655043462490663,2095.9595959595963,WTG
813,q1,kg/kg,0.01053709588060222,2095.9595959595963,WTG
814,q2,kg/kg,0.0033062248942231603,2095.9595959595963,WTG
815,q3,kg/kg,0.001239834335333685,2095.9595959595963,WTG
816,alpha_p,,0.5136089550866504,2095.9595959595963,WTG
817,epsilon2,,0.9633457132963016,2095.9595959595963,WTG
818,epsilon3,,0.710567837349785,2095.9595959595963,WTG
819,T1,K,289.0343579923698,2095.9595959595963,WBG
820,T2,K,266.78329466809527,2095.9595959595963,WBG
821,T3,K,267.08480322437543,2095.9595959595963,WBG
822,T4,K,260.21355812694475,2095.9595959595963,WBG
823,Fa,W/$m^2$,280.1474008916009,2095.9595959595963,WBG
824,Fc,W/$m^2$,335.5701080559239,2095.9595959595963,WBG
825,fc,,0.4655045177820244,2095.9595959595963,WBG
826,q1,kg/kg,0.010474138319723684,2095.9595959595963,WBG
827,q2,kg/kg,0.0032717503038207636,2095.9595959595963,WBG
828,q3,kg/kg,0.0012269063639327863,2095.9595959595963,WBG
829,alpha_p,,0.5136091111816422,2095.9595959595963,WBG
830,epsilon2,,0.9620600375357495,2095.9595959595963,WBG
831,epsilon3,,0.7068017753098197,2095.9595959595963,WBG
832,T1,K,289.6641728101778,2131.3131313131316,WTG
833,T2,K,267.7250706924288,2131.3131313131316,WTG
834,T3,K,267.7250706924288,2131.3131313131316,WTG
835,T4,K,262.8041189853271,2131.3131313131316,WTG
836,Fa,W/$m^2$,285.72214872077654,2131.3131313131316,WTG
837,Fc,W/$m^2$,342.33573837272024,2131.3131313131316,WTG
838,fc,,0.46709670380001,2131.3131313131316,WTG
839,q1,kg/kg,0.010912494509488944,2131.3131313131316,WTG
840,q2,kg/kg,0.003514458046915333,2131.3131313131316,WTG
841,q3,kg/kg,0.0013179217675932497,2131.3131313131316,WTG
842,alpha_p,,0.5150580004580091,2131.3131313131316,WTG
843,epsilon2,,0.9702360707628797,2131.3131313131316,WTG
844,epsilon3,,0.732308951507421,2131.3131313131316,WTG
845,T1,K,289.56132281991904,2131.3131313131316,WBG
846,T2,K,267.5714235499608,2131.3131313131316,WBG
847,T3,K,267.8923937443539,2131.3131313131316,WBG
848,T4,K,262.6553248220367,2131.3131313131316,WBG
849,Fa,W/$m^2$,286.0008693212113,2131.3131313131316,WBG
850,Fc,W/$m^2$,342.35949881683035,2131.3131313131316,WBG
851,fc,,0.4671022399838267,2131.3131313131316,WBG
852,q1,kg/kg,0.010839800536063716,2131.3131313131316,WBG
853,q2,kg/kg,0.0034737827015587554,2131.3131313131316,WBG
854,q3,kg/kg,0.001302668513084533,2131.3131313131316,WBG
855,alpha_p,,0.5150630383852823,2131.3131313131316,WBG
856,epsilon2,,0.9690004534355985,2131.3131313131316,WBG
857,epsilon3,,0.7281944921399177,2131.3131313131316,WBG
858,T1,K,290.2194824960005,2166.666666666667,WTG
859,T2,K,268.55350937844065,2166.666666666667,WTG
860,T3,K,268.55350937844065,2166.666666666667,WTG
861,T4,K,265.2548340716293,2166.666666666667,WTG
862,Fa,W/$m^2$,291.42396467022263,2166.666666666667,WTG
863,Fc,W/$m^2$,348.9564896407014,2166.666666666667,WTG
864,fc,,0.46862470651547117,2166.666666666667,WTG
865,q1,kg/kg,0.01131262320925291,2166.666666666667,WTG
866,q2,kg/kg,0.0037412842821768566,2166.666666666667,WTG
867,q3,kg/kg,0.0014029816058163211,2166.666666666667,WTG
868,alpha_p,,0.5164484829290787,2166.666666666667,WTG
869,epsilon2,,0.9762763842585775,2166.666666666667,WTG
870,epsilon3,,0.7541371959687511,2166.666666666667,WTG
871,T1,K,290.1040676283691,2166.666666666667,WBG
872,T2,K,268.38149473029875,2166.666666666667,WBG
873,T3,K,268.72364647860707,2166.666666666667,WBG
874,T4,K,265.0902555653436,2166.666666666667,WBG
875,Fa,W/$m^2$,291.74679589610145,2166.666666666667,WBG
876,Fc,W/$m^2$,349.00822717781205,2166.666666666667,WBG
877,fc,,0.468636532834361,2166.666666666667,WBG
878,q1,kg/kg,0.011228389911142634,2166.666666666667,WBG
879,q2,kg/kg,0.003693126971355245,2166.666666666667,WBG
880,q3,kg/kg,0.0013849226142582168,2166.666666666667,WBG
881,alpha_p,,0.5164592448792685,2166.666666666667,WBG
882,epsilon2,,0.9751059627324565,2166.666666666667,WBG
883,epsilon3,,0.749656827965813,2166.666666666667,WBG
884,T1,K,290.7939139298472,2202.0202020202023,WTG
885,T2,K,269.40819516355117,2202.0202020202023,WTG
886,T3,K,269.40819516355117,2202.0202020202023,WTG
887,T4,K,267.69646686595894,2202.0202020202023,WTG
888,Fa,W/$m^2$,297.00920900707445,2202.0202020202023,WTG
889,Fc,W/$m^2$,355.4276791134987,2202.0202020202023,WTG
890,fc,,0.4700905084510392,2202.0202020202023,WTG
891,q1,kg/kg,0.011740385916178441,2202.0202020202023,WTG
892,q2,kg/kg,0.00398908354125392,2202.0202020202023,WTG
893,q3,kg/kg,0.0014959063279702202,2202.0202020202023,WTG
894,alpha_p,,0.5177823626904458,2202.0202020202023,WTG
895,epsilon2,,0.981483323884078,2202.0202020202023,WTG
896,epsilon3,,0.7759545459777242,2202.0202020202023,WTG
897,T1,K,290.6641010630519,2202.0202020202023,WBG
898,T2,K,269.2152702233135,2202.0202020202023,WBG
899,T3,K,269.5805361328377,2202.0202020202023,WBG
900,T4,K,267.5155714113767,2202.0202020202023,WBG
901,Fa,W/$m^2$,297.38262794499633,2202.0202020202023,WBG
902,Fc,W/$m^2$,355.51290971758044,2202.0202020202023,WBG
903,fc,,0.47010963612721823,2202.0202020202023,WBG
904,q1,kg/kg,0.011642464203617415,2202.0202020202023,WBG
905,q2,kg/kg,0.003931888069019016,2202.0202020202023,WBG
906,q3,kg/kg,0.0014744580258821307,2202.0202020202023,WBG
