240.76766659678054, 22.846511913504052
242.26608273979383, 28.273648304260185
243.79322298315736, 32.10720263110746
246.0575815507829, 42.04271286055176
247.33354162708525, 46.27663203871538
249.51422842918197, 59.96005572711714
251.4036440606356, 65.39879360801143
252.79361206967354, 81.86169452048009
254.9457945987187, 93.74487832955398
256.9758997012753, 113.10491945145083
259.0200493256869, 130.84512952153523
262.09421197030923, 158.98347704656808
265.19231136522336, 179.81612942302172
269.7031675324635, 229.6550837601342
273.5504383610012, 255.84644868485208
278.0854572121456, 314.72421501046307
281.70781418264784, 354.8457511931376
286.8692614527178, 438.36372060210107
291.0176224045692, 490.1246257403267
297.75564314560967, 593.005798583563
304.9647851914464, 838.5352128226392
309.6342467546254, 943.4742986562384
316.37187494691835, 1142.859397363145
322.08801278847415, 1284.865595282762
328.3036296563452, 1550.841832224174
334.54397709530866, 1738.31137298491
341.8040484156457, 2110.4831029755346
348.56884883224046, 2356.789081894193
356.350515375327, 2875.2054334072895
363.6414174742924, 3183.0479145679155
371.9494604838729, 3846.534014095105
379.2414617193314, 4244.387192538723
388.07377285176943, 5112.819739928704
395.36671001860515, 5625.863474411695
404.7212941746299, 6795.9063979423745
412.01716237211366, 7412.517917526725
421.3726125144663, 8930.96060709315
431.260477712591, 10467.878266645695
439.58515432109874, 12035.423754343088
447.18117671051886, 13679.804496082294
455.18959511210977, 15838.63298574564
462.29459659222704, 18148.479589991064
468.1845026793416, 20442.26306791235
486.92001696005633, 27567.387649101624
491.07145549408807, 30539.834258805353
497.8084294384685, 37066.3590084072
503.00038385253293, 41794.1633175983
509.7335369891045, 51309.28203125643
515.451402045149, 57387.25547994316
521.6670189130202, 69266.82196299767
527.9090150567233, 77257.74192211244
536.2140903977725, 94194.68120690339
542.4571856779685, 104716.29104363918
550.2423694578326, 126412.4960201562
557.0092032769396, 140308.96513539177
564.7968906454821, 168115.01792749975
572.0866081195607, 186775.8920323482
579.8695936264387, 226962.61634763784
587.1601659844564, 251511.1761336129
594.418863384177, 306618.032661494
601.7094357421947, 339782.2216692524
609.013997110123, 416343.05048235593
617.689781213809, 490682.032448065
627.1643377834021, 586195.6389804612
638.0712890306627, 745635.3650906924
645.3638398343678, 821405.2563744832
652.6251751616717, 993501.6128895846
